symbol,min_price,max_price,avg_price,exchange_count,exchanges,spread_abs,spread_pct
FIGHT/USD,0.0045,0.00456,0.004529999999999999,2,"['Coinbase', 'Kraken']",6.000000000000016e-05,1.32
CHZ/USD,0.047151,0.04776,0.04728516666666666,6,"['OKX', 'Coinbase', 'Bitfinex', 'Kraken', 'Gemini', 'Bitstamp']",0.0006089999999999984,1.29
SYND/USD,0.0154,0.0156,0.0155,2,"['Coinbase', 'Kraken']",0.0001999999999999988,1.29
STRK/USD,0.03996,0.040469,0.040143000000000005,3,"['Coinbase', 'Kraken', 'Crypto.com']",0.0005089999999999956,1.27
BABYSHARK/USDT,0.0205,0.020759,0.020629500000000002,2,"['Gate', 'Bitget']",0.0002589999999999988,1.26
STX/USD,0.2312,0.23411,0.23254200000000003,5,"['OKX', 'Coinbase', 'Bitfinex', 'Kraken', 'Crypto.com']",0.0029100000000000237,1.25
CTC/USDT,0.1382,0.13993,0.1386575,4,"['OKX', 'Bybit', 'Gate', 'Bitget']",0.0017300000000000093,1.25
TURBO/USD,0.00111,0.0011238,0.0011166,3,"['Coinbase', 'Kraken', 'Crypto.com']",1.380000000000001e-05,1.24
RPL/USDT,1.696,1.717,1.7071999999999998,5,"['Binance', 'OKX', 'Bybit', 'Gate', 'Bitget']",0.02100000000000013,1.23
MOODENG/USD,0.04937,0.04998,0.04958333333333333,3,"['Coinbase', 'Kraken', 'Bitstamp']",0.0006099999999999994,1.23
GOAT/USD,0.01779,0.01801,0.0179,2,"['OKX', 'Kraken']",0.00022000000000000144,1.23
YGG/USD,0.035864,0.0363,0.036082,2,"['Kraken', 'Crypto.com']",0.0004359999999999989,1.21
MET/USDT,0.1416,0.1433,0.14198,5,"['Binance', 'OKX', 'Bybit', 'Gate', 'Bitget']",0.001700000000000007,1.2
WAXL/USD,0.0592,0.0599,0.059550000000000006,2,"['Coinbase', 'Kraken']",0.0006999999999999992,1.18
SNX/USD,0.304,0.3076,0.30579999999999996,2,"['Coinbase', 'Kraken']",0.003599999999999992,1.18
SPK/USD,0.02797,0.0283,0.028135,2,"['OKX', 'Coinbase']",0.00033000000000000043,1.17
MOG/USDT,1.394e-07,1.4103e-07,1.4047666666666665e-07,3,"['Bybit', 'Gate', 'Bitget']",1.6300000000000219e-09,1.16
ENS/USDT,6.135,6.206,6.1545,6,"['Binance', 'OKX', 'Bybit', 'Gate', 'Bitget', 'Crypto.com']",0.07100000000000062,1.15
ENJ/USD,0.0499,0.05047,0.050185,2,"['OKX', 'Kraken']",0.0005700000000000011,1.14
POND/USD,0.001426,0.001442,0.001434,2,"['Kraken', 'Crypto.com']",1.5999999999999955e-05,1.12
ESP/USD,0.06411,0.06483,0.06447,2,"['Coinbase', 'Kraken']",0.0007199999999999984,1.12
VIRTUAL/USDT,0.7015,0.7092,0.7030166666666666,6,"['Binance', 'OKX', 'Bybit', 'Kraken', 'Gate', 'Bitget']",0.00770000000000004,1.1
GTC/USD,0.101,0.102119,0.10163966666666667,3,"['Coinbase', 'Kraken', 'Crypto.com']",0.001118999999999995,1.1
MAJOR/USDT,0.05953,0.06019,0.05996666666666667,3,"['OKX', 'Bybit', 'Gate']",0.0006600000000000009,1.1
SKY/USD,0.06835,0.0691,0.06855525,4,"['OKX', 'Coinbase', 'Bitfinex', 'Kraken']",0.0007500000000000007,1.09
RAD/USD,0.2997,0.303,0.30150000000000005,3,"['Coinbase', 'Kraken', 'Crypto.com']",0.0032999999999999696,1.09
ARB/USD,0.1143,0.11553,0.114706,5,"['Coinbase', 'Bitfinex', 'Kraken', 'Bitstamp', 'Crypto.com']",0.001229999999999995,1.07
PUFFER/USDT,0.02503,0.0253,0.02519666666666667,3,"['Bybit', 'Gate', 'Bitget']",0.0002699999999999994,1.07
YB/USDT,0.1029,0.104,0.10337,5,"['Binance', 'OKX', 'Bybit', 'Gate', 'Bitget']",0.0010999999999999899,1.06
DGB/USDT,0.003564,0.003602,0.003578666666666666,3,"['Binance', 'OKX', 'Gate']",3.800000000000027e-05,1.06
DOGS/USDT,5.418e-05,5.475e-05,5.4316e-05,5,"['Binance', 'OKX', 'Bybit', 'Gate', 'Bitget']",5.70000000000003e-07,1.05
LPT/USD,2.01,2.031,2.0205,2,"['Coinbase', 'Kraken']",0.02100000000000035,1.04
NYM/USDT,0.02111,0.02133,0.021213333333333334,3,"['Bybit', 'Gate', 'Bitget']",0.00021999999999999797,1.04
DEEP/USD,0.03254,0.03288,0.03271,2,"['Coinbase', 'Kraken']",0.00034,1.04
AXL/USDT,0.05928,0.0599,0.0595425,4,"['Binance', 'Bybit', 'Bitget', 'Crypto.com']",0.0006200000000000025,1.04
ARKM/USD,0.1169,0.1181,0.1175,2,"['Kraken', 'Crypto.com']",0.0011999999999999927,1.02
PRO/USD,0.3271,0.3304,0.32875,2,"['Coinbase', 'Kraken']",0.003300000000000025,1.0
MON/USD,0.02607,0.026331,0.026156400000000003,5,"['OKX', 'Coinbase', 'Kraken', 'Gemini', 'Bitstamp']",0.0002610000000000008,1.0
FIS/USD,0.01753,0.0177,0.017615,2,"['Coinbase', 'Kraken']",0.00017,0.97
ZRO/USD,1.316,1.3287,1.319775,4,"['Coinbase', 'Bitfinex', 'Kraken', 'Crypto.com']",0.012699999999999934,0.96
PENDLE/USD,1.78,1.797,1.78675,4,"['OKX', 'Coinbase', 'Kraken', 'Crypto.com']",0.016999999999999904,0.95
UMA/USDT,0.4502,0.4545,0.4519,5,"['Binance', 'OKX', 'Bybit', 'Gate', 'Bitget']",0.004300000000000026,0.95
CELR/USD,0.002506,0.00253,0.00252,3,"['Coinbase', 'Kraken', 'Crypto.com']",2.400000000000015e-05,0.95
TRAC/USD,0.3686,0.3721,0.3711125,4,"['Coinbase', 'Kraken', 'Bitstamp', 'Crypto.com']",0.003500000000000003,0.94
GMT/USD,0.0103,0.010397,0.010355666666666668,3,"['Coinbase', 'Kraken', 'Crypto.com']",9.699999999999986e-05,0.94
WARD/USDT,0.017534,0.0177,0.017617,2,"['Gate', 'Bitget']",0.00016599999999999948,0.94
FLOKI/USDT,2.978e-05,3.006e-05,2.983666666666667e-05,6,"['Binance', 'OKX', 'Bybit', 'Gate', 'Bitget', 'Crypto.com']",2.800000000000007e-07,0.94
CELO/USD,0.0797,0.080449,0.08007449999999999,2,"['Bitfinex', 'Kraken']",0.0007490000000000135,0.94
APE/USD,0.1392,0.1405,0.139825,4,"['Coinbase', 'Kraken', 'Gemini', 'Crypto.com']",0.0013000000000000234,0.93
IOTX/USDT,0.00432,0.00436,0.004340333333333334,3,"['Binance', 'Gate', 'Bitget']",4.0000000000000105e-05,0.92
GHST/USD,0.0653,0.0659,0.06559999999999999,2,"['Kraken', 'Crypto.com']",0.0006000000000000033,0.91
ACT/USDT,0.01318,0.0133,0.0132425,4,"['Binance', 'OKX', 'Gate', 'Bitget']",0.00011999999999999858,0.91
REZ/USD,0.005,0.005045,0.0050225,2,"['Coinbase', 'Kraken']",4.49999999999999e-05,0.9
BICO/USDT,0.02337,0.02358,0.0234725,4,"['OKX', 'Bybit', 'Gate', 'Bitget']",0.00021000000000000185,0.89
XYO/USD,0.0037,0.003733,0.0037151333333333334,3,"['Coinbase', 'Kraken', 'Crypto.com']",3.300000000000004e-05,0.89
DASH/USD,41.717,42.09,41.955666666666666,3,"['OKX', 'Coinbase', 'Kraken']",0.37300000000000466,0.89
TRUMP/USD,2.021,2.039,2.0286999999999997,4,"['OKX', 'Coinbase', 'Kraken', 'Bitstamp']",0.018000000000000238,0.89
POPCAT/USD,0.0556,0.0561,0.055874999999999994,4,"['Coinbase', 'Kraken', 'Gemini', 'Bitstamp']",0.0005000000000000004,0.89
SD/USDT,0.1474,0.1487,0.147925,4,"['OKX', 'Bybit', 'Gate', 'Bitget']",0.0012999999999999956,0.88
OL/USDT,0.008403,0.008477,0.008447999999999999,3,"['OKX', 'Bybit', 'Gate']",7.399999999999941e-05,0.88
LQTY/USD,0.2622,0.2645,0.26316666666666666,3,"['Coinbase', 'Kraken', 'Crypto.com']",0.0023000000000000242,0.87
ZRX/USD,0.104769,0.10567,0.1052195,2,"['Coinbase', 'Crypto.com']",0.000900999999999999,0.86
ATH/USD,0.00577,0.00582,0.005804,4,"['OKX', 'Coinbase', 'Kraken', 'Crypto.com']",4.99999999999997e-05,0.86
MUBARAK/USDT,0.013643,0.01376,0.013720999999999999,3,"['Binance', 'Gate', 'Bitget']",0.00011699999999999905,0.85
FIL/USD,0.937,0.945,0.939538,5,"['OKX', 'Coinbase', 'Bitfinex', 'Kraken', 'Gemini']",0.007999999999999896,0.85
INX/USD,0.009847,0.00993,0.0098885,2,"['Coinbase', 'Kraken']",8.299999999999974e-05,0.84
ENA/USD,0.1026,0.10346,0.1029825,4,"['Coinbase', 'Bitfinex', 'Kraken', 'Bitstamp']",0.0008599999999999997,0.84
SPACE/USD,0.008393,0.008463,0.008428,2,"['OKX', 'Kraken']",7.000000000000062e-05,0.83
STABLE/USD,0.03507,0.035362,0.035216,2,"['Bitfinex', 'Kraken']",0.0002920000000000006,0.83
ENA/USDT,0.1027,0.10355,0.10293333333333334,6,"['Binance', 'OKX', 'Bybit', 'Gate', 'Bitget', 'Crypto.com']",0.0008500000000000035,0.83
SUPER/USDT,0.109,0.1099,0.10958,3,"['Binance', 'Gate', 'Bitget']",0.000899999999999998,0.82
AXL/USD,0.05931,0.0598,0.059555,2,"['Coinbase', 'Crypto.com']",0.0004899999999999974,0.82
ACH/USD,0.006899,0.006956,0.006928333333333334,3,"['Coinbase', 'Kraken', 'Crypto.com']",5.7000000000000627e-05,0.82
ATOM/USDT,2.019,2.0356,2.0247,8,"['Binance', 'OKX', 'Bybit', 'Coinbase', 'Kraken', 'Gate', 'Bitget', 'Crypto.com']",0.016599999999999948,0.82
MANA/USDT,0.088,0.08872,0.08826333333333332,6,"['Binance', 'OKX', 'Bybit', 'Kraken', 'Gate', 'Bitget']",0.0007199999999999984,0.82
SHIB/USD,5.69e-06,5.736e-06,5.701571428571429e-06,7,"['OKX', 'Coinbase', 'Bitfinex', 'Kraken', 'Gemini', 'Bitstamp', 'Crypto.com']",4.600000000000007e-08,0.81
ME/USDT,0.09304,0.0938,0.09354199999999999,5,"['Binance', 'OKX', 'Bybit', 'Gate', 'Bitget']",0.0007599999999999968,0.81
ANKR/USD,0.00453,0.004567,0.004545666666666667,3,"['Coinbase', 'Kraken', 'Crypto.com']",3.699999999999971e-05,0.81
XTZ/USD,0.3341,0.3368,0.33515,4,"['Coinbase', 'Kraken', 'Gemini', 'Crypto.com']",0.00269999999999998,0.81
MAGIC/USDT,0.06262,0.06313,0.062855,4,"['Binance', 'OKX', 'Bybit', 'Gate']",0.0005100000000000104,0.81
KAVA/USDT,0.05724,0.0577,0.0574575,4,"['Binance', 'Bybit', 'Gate', 'Bitget']",0.0004600000000000021,0.8
NMR/USDT,9.229,9.302,9.2468,5,"['Binance', 'OKX', 'Gate', 'Bitget', 'Crypto.com']",0.0730000000000004,0.79
ETHFI/USD,0.3691,0.372,0.37055,2,"['Coinbase', 'Kraken']",0.0029000000000000137,0.78
ZRX/USDT,0.10448,0.1053,0.104908,5,"['Binance', 'OKX', 'Bybit', 'Gate', 'Bitget']",0.0008200000000000013,0.78
MOG/USD,1.4e-07,1.4109e-07,1.4066333333333334e-07,3,"['Coinbase', 'Kraken', 'Crypto.com']",1.0899999999999919e-09,0.77
SUSHI/USD,0.2067,0.2083,0.20736666666666667,3,"['Coinbase', 'Kraken', 'Gemini']",0.001600000000000018,0.77
AXS/USD,1.16,1.169,1.1633333333333333,3,"['Coinbase', 'Kraken', 'Crypto.com']",0.009000000000000119,0.77
SUKU/USD,0.0079,0.00796,0.00793,2,"['Coinbase', 'Kraken']",5.999999999999929e-05,0.76
GLM/USDT,0.1306,0.1316,0.131,4,"['Binance', 'OKX', 'Gate', 'Bitget']",0.0010000000000000009,0.76
PYTH/USD,0.03874,0.039036,0.03886266666666666,6,"['OKX', 'Coinbase', 'Kraken', 'Gemini', 'Bitstamp', 'Crypto.com']",0.0002960000000000046,0.76
EIGEN/USD,0.1846,0.186,0.1853,2,"['Coinbase', 'Kraken']",0.0014000000000000123,0.76
ME/USD,0.0931,0.0938,0.09345,2,"['Coinbase', 'Kraken']",0.0006999999999999923,0.75
ZORA/USD,0.01062,0.0107,0.010664,3,"['Coinbase', 'Kraken', 'Bitstamp']",8.000000000000021e-05,0.75
ONG/USDT,0.06725,0.06775,0.0675,2,"['Binance', 'Gate']",0.0005000000000000004,0.74
ADA/USDT,0.2472,0.24904,0.24750571428571427,7,"['Binance', 'OKX', 'Bybit', 'Coinbase', 'Kraken', 'Gate', 'Bitget']",0.0018400000000000083,0.74
T/USDT,0.00532,0.005359,0.005340333333333333,3,"['Binance', 'OKX', 'Gate']",3.899999999999997e-05,0.73
S/USDT,0.04388,0.0442,0.043964,5,"['Binance', 'OKX', 'Bybit', 'Gate', 'Bitget']",0.00032000000000000084,0.73
BLUR/USD,0.0219,0.02206,0.02198,2,"['Coinbase', 'Kraken']",0.00016000000000000042,0.73
XLM/USDT,0.1439,0.14494,0.1442585714285714,7,"['Binance', 'OKX', 'Bybit', 'Coinbase', 'Gate', 'Bitget', 'Crypto.com']",0.0010400000000000131,0.72
BNT/USD,0.3302,0.3326,0.33140000000000003,2,"['Coinbase', 'Kraken']",0.0024000000000000132,0.72
CELR/USDT,0.002504,0.002522,0.0025125,4,"['Binance', 'OKX', 'Gate', 'Bitget']",1.7999999999999787e-05,0.72
XTZ/USDT,0.334,0.3364,0.33491428571428566,7,"['Binance', 'OKX', 'Bybit', 'Kraken', 'Gate', 'Bitget', 'Crypto.com']",0.0023999999999999577,0.72
AR/USDT,2.08,2.095,2.09044,5,"['Binance', 'OKX', 'Bybit', 'Gate', 'Bitget']",0.015000000000000124,0.72
AIXBT/USD,0.03073,0.03095,0.03084,2,"['OKX', 'Kraken']",0.00021999999999999797,0.71
RPL/USD,1.7,1.712,1.706,2,"['Coinbase', 'Kraken']",0.01200000000000001,0.7
ID/USDT,0.0285,0.0287,0.028582000000000003,5,"['Binance', 'OKX', 'Bybit', 'Gate', 'Bitget']",0.0001999999999999988,0.7
ANKR/USDT,0.00454,0.004572,0.00455175,4,"['Binance', 'Bybit', 'Gate', 'Bitget']",3.199999999999991e-05,0.7
BEAM/USD,0.001702,0.001714,0.0017079999999999999,2,"['Coinbase', 'Kraken']",1.2000000000000075e-05,0.7
OGN/USDT,0.0215,0.02165,0.021589999999999998,3,"['Binance', 'Gate', 'Bitget']",0.00015000000000000083,0.69
CHR/USD,0.0218,0.02195,0.021875,2,"['Kraken', 'Crypto.com']",0.00015000000000000083,0.69
YFI/USDT,2453.0,2470.0,2465.8,5,"['Binance', 'OKX', 'Bybit', 'Gate', 'Bitget']",17.0,0.69
RESOLV/USDT,0.0288,0.029,0.028900000000000002,5,"['Binance', 'OKX', 'Bybit', 'Gate', 'Bitget']",0.00020000000000000226,0.69
FET/USDT,0.189,0.1903,0.18995714285714288,7,"['Binance', 'OKX', 'Bybit', 'Coinbase', 'Gate', 'Bitget', 'Crypto.com']",0.0012999999999999956,0.68
ARKM/USDT,0.1165,0.1173,0.117112,5,"['Binance', 'OKX', 'Bybit', 'Gate', 'Bitget']",0.0007999999999999952,0.68
AWE/USDT,0.0511,0.05145,0.051275,2,"['Binance', 'Bitget']",0.0003500000000000031,0.68
APT/USD,0.9282,0.9345,0.9311525,4,"['OKX', 'Coinbase', 'Bitfinex', 'Kraken']",0.006299999999999972,0.68
CFG/USDT,0.2745,0.27635,0.275025,4,"['Binance', 'OKX', 'Bybit', 'Gate']",0.0018499999999999628,0.67
KITE/USD,0.22945,0.231,0.230225,2,"['OKX', 'Coinbase']",0.0015500000000000236,0.67
ROSE/USDT,0.00948,0.009544,0.009506,4,"['Binance', 'Bybit', 'Gate', 'Bitget']",6.399999999999982e-05,0.67
ARPA/USDT,0.01183,0.01191,0.011877,3,"['Binance', 'Gate', 'Bitget']",8.000000000000021e-05,0.67
ZENT/USDT,0.002995,0.003015,0.0030033333333333335,3,"['OKX', 'Bybit', 'Bitget']",2.0000000000000052e-05,0.67
VELODROME/USDT,0.01485,0.01495,0.014891,4,"['Binance', 'OKX', 'Gate', 'Bitget']",9.99999999999994e-05,0.67
SEI/USD,0.0599,0.060301,0.0600522,5,"['Coinbase', 'Bitfinex', 'Kraken', 'Bitstamp', 'Crypto.com']",0.0004009999999999986,0.67
CARV/USDT,0.05414,0.0545,0.05437666666666666,3,"['Bybit', 'Gate', 'Bitget']",0.0003599999999999992,0.66
PROS/USD,0.6089,0.6129,0.6105999999999999,3,"['OKX', 'Coinbase', 'Kraken']",0.0040000000000000036,0.66
TNSR/USD,0.037591,0.03784,0.03771033333333333,3,"['Coinbase', 'Kraken', 'Crypto.com']",0.0002489999999999992,0.66
ALCX/USD,5.017,5.05,5.035666666666667,3,"['Coinbase', 'Kraken', 'Crypto.com']",0.032999999999999474,0.66
QNT/USDT,73.72,74.2,73.888,5,"['Binance', 'Bybit', 'Coinbase', 'Gate', 'Bitget']",0.480000000000004,0.65
ANIME/USDT,0.004279,0.004307,0.0042864,5,"['Binance', 'OKX', 'Bybit', 'Gate', 'Bitget']",2.8000000000000247e-05,0.65
REZ/USDT,0.005,0.005031,0.005010333333333333,3,"['Binance', 'Gate', 'Bitget']",3.099999999999978e-05,0.62
NODE/USDT,0.01132,0.01139,0.011355,2,"['Gate', 'Bitget']",7.000000000000062e-05,0.62
ZIL/USDT,0.003873,0.003897,0.0038837999999999998,5,"['Binance', 'OKX', 'Bybit', 'Gate', 'Bitget']",2.3999999999999716e-05,0.62
ALICE/USD,0.129,0.1298,0.12940000000000002,2,"['Coinbase', 'Kraken']",0.0007999999999999952,0.62
SLP/USDT,0.0006421,0.000646,0.0006442,4,"['Binance', 'OKX', 'Gate', 'Bitget']",3.899999999999932e-06,0.61
BANANA/USDT,3.77,3.793,3.782,4,"['Binance', 'OKX', 'Gate', 'Bitget']",0.02300000000000013,0.61
SATS/USDT,1.312e-08,1.32e-08,1.31525e-08,4,"['OKX', 'Bybit', 'Gate', 'Bitget']",8.000000000000138e-11,0.61
LRC/USD,0.0163,0.0164,0.01635,2,"['Coinbase', 'Crypto.com']",0.00010000000000000286,0.61
ENJ/USDT,0.05019,0.050499,0.05032316666666667,6,"['Binance', 'OKX', 'Bybit', 'Gate', 'Bitget', 'Crypto.com']",0.0003090000000000037,0.61
GOAT/USDT,0.01788,0.01799,0.017925,4,"['OKX', 'Bybit', 'Gate', 'Bitget']",0.00010999999999999899,0.61
FORT/USDT,0.01626,0.01636,0.016309999999999998,2,"['Bybit', 'Gate']",9.99999999999994e-05,0.61
SAHARA/USD,0.03635,0.03657,0.03646,2,"['OKX', 'Kraken']",0.00021999999999999797,0.6
LSK/USDT,0.117,0.1177,0.11726666666666667,3,"['Binance', 'OKX', 'Gate']",0.0006999999999999923,0.6
LIT/USDT,0.946,0.9517,0.949975,4,"['OKX', 'Bybit', 'Gate', 'Bitget']",0.005700000000000038,0.6
OPN/USD,0.1687,0.1697,0.1692,2,"['Coinbase', 'Kraken']",0.0010000000000000009,0.59
IDEX/USD,0.0017,0.00171,0.001705,2,"['Coinbase', 'Kraken']",1.0000000000000026e-05,0.59
EIGEN/USDT,0.1851,0.1862,0.18586,5,"['Binance', 'OKX', 'Bybit', 'Gate', 'Bitget']",0.0011000000000000176,0.59
KAT/USDT,0.008075,0.008123,0.00808975,4,"['Binance', 'OKX', 'Gate', 'Bitget']",4.799999999999943e-05,0.59
FET/USD,0.1888,0.1899,0.189622,5,"['Coinbase', 'Kraken', 'Gemini', 'Bitstamp', 'Crypto.com']",0.0011000000000000176,0.58
VELVET/USDT,0.10703,0.10765,0.10733999999999999,2,"['Gate', 'Bitget']",0.0006199999999999956,0.58
PENGU/USDT,0.008436,0.008485,0.008474500000000001,6,"['Binance', 'OKX', 'Bybit', 'Kraken', 'Gate', 'Bitget']",4.89999999999987e-05,0.58
PARTI/USD,0.05508,0.0554,0.05524,2,"['OKX', 'Kraken']",0.00032000000000000084,0.58
STORJ/USDT,0.117,0.11767,0.11721,4,"['Binance', 'OKX', 'Gate', 'Bitget']",0.00066999999999999,0.57
MEGA/USD,0.08263,0.0831,0.08283,3,"['OKX', 'Coinbase', 'Kraken']",0.0004699999999999982,0.57
SAND/USDT,0.0699,0.0703,0.070148,5,"['Binance', 'OKX', 'Bybit', 'Gate', 'Bitget']",0.0003999999999999976,0.57
CKB/USDT,0.001415,0.001423,0.0014186666666666668,3,"['Binance', 'Gate', 'Bitget']",7.999999999999978e-06,0.56
OGN/USD,0.02155,0.02167,0.021609999999999997,2,"['Coinbase', 'Kraken']",0.00011999999999999858,0.56
SUPER/USD,0.1095,0.1101,0.10974,3,"['Coinbase', 'Kraken', 'Crypto.com']",0.0006000000000000033,0.55
XTER/USDT,0.0163,0.01639,0.016356666666666665,3,"['Bybit', 'Gate', 'Bitget']",8.99999999999998e-05,0.55
PEPE/USD,3.636e-06,3.656e-06,3.6461428571428572e-06,7,"['OKX', 'Coinbase', 'Bitfinex', 'Kraken', 'Gemini', 'Bitstamp', 'Crypto.com']",1.999999999999981e-08,0.55
MOVE/USDT,0.01621,0.0163,0.016244,5,"['Binance', 'OKX', 'Bybit', 'Gate', 'Bitget']",8.99999999999998e-05,0.55
GUN/USD,0.01289,0.012961,0.0129255,2,"['Bitfinex', 'Kraken']",7.099999999999988e-05,0.55
PENGU/USD,0.0084297,0.008476,0.008457925,4,"['Coinbase', 'Kraken', 'Gemini', 'Bitstamp']",4.629999999999912e-05,0.55
CHR/USDT,0.02178,0.0219,0.021826666666666664,3,"['Binance', 'Gate', 'Bitget']",0.00011999999999999858,0.55
HBAR/USDT,0.08874,0.08922,0.08885,6,"['Binance', 'OKX', 'Bybit', 'Coinbase', 'Gate', 'Bitget']",0.0004799999999999943,0.54
LDO/USDT,0.3509,0.3528,0.3516666666666666,6,"['Binance', 'OKX', 'Bybit', 'Gate', 'Bitget', 'Crypto.com']",0.0019000000000000128,0.54
BREV/USDT,0.1101,0.1107,0.11034,5,"['Binance', 'OKX', 'Bybit', 'Gate', 'Bitget']",0.0006000000000000033,0.54
MEW/USDT,0.000548,0.0005509,0.0005499249999999999,4,"['OKX', 'Bybit', 'Gate', 'Bitget']",2.9000000000000163e-06,0.53
CFG/USD,0.2743,0.27576,0.27502,3,"['OKX', 'Coinbase', 'Kraken']",0.0014600000000000168,0.53
USELESS/USD,0.0572,0.0575,0.05735,2,"['Coinbase', 'Kraken']",0.00030000000000000165,0.52
AAVE/USD,87.49,87.95,87.77871428571429,7,"['OKX', 'Coinbase', 'Bitfinex', 'Kraken', 'Gemini', 'Bitstamp', 'Crypto.com']",0.46000000000000796,0.52
CITY/USDT,0.515,0.5177,0.516475,4,"['Binance', 'OKX', 'Bybit', 'Gate']",0.0027000000000000357,0.52
